Business_Name,Address Line 1,Address Line 2,Address Line 3,Address_Line_4,Town,County,Post Code,UPRN,Zone Description,Resident RP,Visitor VP,Essential Visitor EVP,Business BP,Additional Info,,,,,,,,,,,,,,,,,,,,,,,,
,2 Fort Terrace,,,,Barnstaple,,EX32 8BH,100040246652,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Fort Terrace,,,,Barnstaple,,EX32 8BH,100040246653,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Fort Terrace,,,,Barnstaple,,EX32 8BH,100040246654,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Fort Terrace,,,,Barnstaple,,EX32 8BH,100040246655,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Fort Terrace,,,,Barnstaple,,EX32 8BH,100040246656,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Fort Terrace,,,,Barnstaple,,EX32 8BH,100040246657,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,8 Fort Terrace,,,,Barnstaple,,EX32 8BH,100040246658,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,9 Fort Terrace,,,,Barnstaple,,EX32 8BH,100040246659,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,10 Fort Terrace,,,,Barnstaple,,EX32 8BH,100040246660,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,11 Fort Terrace,,,,Barnstaple,,EX32 8BH,100040246661,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,12 Fort Terrace,,,,Barnstaple,,EX32 8BH,100040246662,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,13 Fort Terrace,,,,Barnstaple,,EX32 8BH,100040246663,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,14 Fort Terrace,,,,Barnstaple,,EX32 8BH,100040246664,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,32 Azes Lane,,,,Barnstaple,,EX32 8BQ,100040242666,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,33 Azes Lane,,,,Barnstaple,,EX32 8BQ,100040242667,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,34 Azes Lane,,,,Barnstaple,,EX32 8BQ,100040242668,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,13a Trinity Street,,,,Barnstaple,,EX32 8HX,10000489411,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,13 Trinity Street,,,,Barnstaple,,EX32 8HX,100040254785,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,14 Trinity Street,,,,Barnstaple,,EX32 8HX,100040254786,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,15 Trinity Street,,,,Barnstaple,,EX32 8HX,100040254787,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,16 Trinity Street,,,,Barnstaple,,EX32 8HX,100040254788,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,17 Trinity Street,,,,Barnstaple,,EX32 8HX,100040254789,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,18 Trinity Street,,,,Barnstaple,,EX32 8HX,100040254790,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,19 Trinity Street,,,,Barnstaple,,EX32 8HX,100040254791,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,20 Trinity Street,,,,Barnstaple,,EX32 8HX,100040254792,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,21 Trinity Street,,,,Barnstaple,,EX32 8HX,100040254793,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,22 Trinity Street,,,,Barnstaple,,EX32 8HX,100040254794,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,28 Trinity Street,,,,Barnstaple,,EX32 8HX,100041038072,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,29 Trinity Street,,,,Barnstaple,,EX32 8HX,100041038073,Barnstaple B,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,Dfine Gym,26 Trinity Street,,,Barnstaple,,EX32 8HX,100041137146,Barnstaple B,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 2,27 Trinity Street,,,Barnstaple,,EX32 8HX,10012092459,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 1,27 Trinity Street,,,Barnstaple,,EX32 8HX,10012102347,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,13b Trinity Street,,,,Barnstaple,,EX32 8HX,10012103892,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,12b Trinity Street,,,,Barnstaple,,EX32 8HX,10012112261,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,12a Trinity Street,,,,Barnstaple,,EX32 8HX,10012113228,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,The Barnstaple Inn,12 Trinity Street,,,Barnstaple,,EX32 8HX,10012114715,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Pink Panache,26 Trinity Street,,,Barnstaple,,EX32 8HX,10090335884,Barnstaple B,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Salem Almshouses,Trinity Street,,,Barnstaple,,EX32 8HZ,10000488534,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Salem Almshouses,Trinity Street,,,Barnstaple,,EX32 8HZ,10012092460,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Salem Almshouses,Trinity Street,,,Barnstaple,,EX32 8HZ,10012092461,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,8 Salem Almshouses,Trinity Street,,,Barnstaple,,EX32 8HZ,10012092462,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,9 Salem Almshouses,Trinity Street,,,Barnstaple,,EX32 8HZ,10012092463,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Salem Almshouses,Trinity Street,,,Barnstaple,,EX32 8HZ,10012092464,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,12 Salem Almshouses,Trinity Street,,,Barnstaple,,EX32 8HZ,10012092467,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Salem Almshouses,Trinity Street,,,Barnstaple,,EX32 8HZ,10012092468,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Salem Almshouses,Trinity Street,,,Barnstaple,,EX32 8HZ,10012092469,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Salem Almshouses,Trinity Street,,,Barnstaple,,EX32 8HZ,10012092470,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,10 Salem Almshouses,Trinity Street,,,Barnstaple,,EX32 8HZ,10012102030,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,11 Salem Almshouses,Trinity Street,,,Barnstaple,,EX32 8HZ,10012102031,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Barbican Place,Trinity Street,,,Barnstaple,,EX32 8JA,10000483223,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Barbican Place,Trinity Street,,,Barnstaple,,EX32 8JA,10000484725,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Barbican Place,Trinity Street,,,Barnstaple,,EX32 8JA,10000484726,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Unit 1a,Trinity Street,,,Barnstaple,,EX32 8JB,10000489412,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Old Undertakers Workshop,Trinity Street,,,Barnstaple,,EX32 8JB,10000489413,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Laurel Cottages,Trinity Street,,,Barnstaple,,EX32 8JB,100040254797,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Laurel Cottages,Trinity Street,,,Barnstaple,,EX32 8JB,100040254798,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Laurel Cottages,Trinity Street,,,Barnstaple,,EX32 8JB,100041228432,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Colour Complete,1 Laurel Cottages,Trinity Street,,Barnstaple,,EX32 8JB,10012112338,Barnstaple B,NO,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,
,9 Ceramic Terrace,Trinity Street,,,Barnstaple,,EX32 8JD,10000483198,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Ceramic Terrace,Trinity Street,,,Barnstaple,,EX32 8JD,10000484727,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,10 Ceramic Terrace,Trinity Street,,,Barnstaple,,EX32 8JD,10000484728,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,11 Ceramic Terrace,Trinity Street,,,Barnstaple,,EX32 8JD,10000484729,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,12 Ceramic Terrace,Trinity Street,,,Barnstaple,,EX32 8JD,10000484730,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Ceramic Terrace,Trinity Street,,,Barnstaple,,EX32 8JD,10000484731,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Ceramic Terrace,Trinity Street,,,Barnstaple,,EX32 8JD,10000484732,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Ceramic Terrace,Trinity Street,,,Barnstaple,,EX32 8JD,10000484733,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Ceramic Terrace,Trinity Street,,,Barnstaple,,EX32 8JD,10000484734,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Ceramic Terrace,Trinity Street,,,Barnstaple,,EX32 8JD,10000484735,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Ceramic Terrace,Trinity Street,,,Barnstaple,,EX32 8JD,10000484874,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,8 Ceramic Terrace,Trinity Street,,,Barnstaple,,EX32 8JD,10000484875,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Ceramic Terrace,Trinity Street,,,Barnstaple,,EX32 8JD,10000486724,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 1,Marlborough House,Higher Church Street,,Barnstaple,,EX32 8JE,10000489557,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Higher Church Street,,,,Barnstaple,,EX32 8JE,100040247768,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Higher Church Street,,,,Barnstaple,,EX32 8JE,100040247769,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Higher Church Street,,,,Barnstaple,,EX32 8JE,100040247770,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Higher Church Street,,,,Barnstaple,,EX32 8JE,100040247771,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Higher Church Street,,,,Barnstaple,,EX32 8JE,100040247772,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Higher Church Street,,,,Barnstaple,,EX32 8JE,100040247773,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Higher Church Street,,,,Barnstaple,,EX32 8JE,100040247774,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,11 Higher Church Street,,,,Barnstaple,,EX32 8JE,100040247775,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,12 Higher Church Street,,,,Barnstaple,,EX32 8JE,100040247776,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,14 Higher Church Street,,,,Barnstaple,,EX32 8JE,100040247777,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,15 Higher Church Street,,,,Barnstaple,,EX32 8JE,100040247778,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,The Presbytery,Higher Church Street,,,Barnstaple,,EX32 8JE,100040247780,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,8 Higher Church Street,,,,Barnstaple,,EX32 8JE,100041137147,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 2,Marlborough House,Higher Church Street,,Barnstaple,,EX32 8JE,10012111289,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 3,Marlborough House,Higher Church Street,,Barnstaple,,EX32 8JE,10012111316,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat A,9 Salem Street,,,Barnstaple,,EX32 8JF,10000486490,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Ground Floor Flat,19 Salem Street,,,Barnstaple,,EX32 8JF,10000489414,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Salem Street,,,,Barnstaple,,EX32 8JF,100040253055,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Salem Street,,,,Barnstaple,,EX32 8JF,100040253056,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Salem Street,,,,Barnstaple,,EX32 8JF,100040253057,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Salem Street,,,,Barnstaple,,EX32 8JF,100040253058,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Salem Street,,,,Barnstaple,,EX32 8JF,100040253059,Barnstaple B,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Salem Street,,,,Barnstaple,,EX32 8JF,100040253060,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Salem Street,,,,Barnstaple,,EX32 8JF,100040253061,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,8 Salem Street,,,,Barnstaple,,EX32 8JF,100040253062,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,9a Salem Street,,,,Barnstaple,,EX32 8JF,100040253063,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat B,9 Salem Street,,,Barnstaple,,EX32 8JF,100040253064,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat C,9 Salem Street,,,Barnstaple,,EX32 8JF,100040253065,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,11 Salem Street,,,,Barnstaple,,EX32 8JF,100040253069,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,12 Salem Street,,,,Barnstaple,,EX32 8JF,100040253070,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,13 Salem Street,,,,Barnstaple,,EX32 8JF,100040253071,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,14 Salem Street,,,,Barnstaple,,EX32 8JF,100040253072,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,15 Salem Street,,,,Barnstaple,,EX32 8JF,100040253073,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,16 Salem Street,,,,Barnstaple,,EX32 8JF,100040253074,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,17 Salem Street,,,,Barnstaple,,EX32 8JF,100040253075,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,18 Salem Street,,,,Barnstaple,,EX32 8JF,100040253076,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,19 Salem Street,,,,Barnstaple,,EX32 8JF,100040253077,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,20 Salem Street,,,,Barnstaple,,EX32 8JF,100040253078,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,21 Salem Street,,,,Barnstaple,,EX32 8JF,100040253079,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,9 Salem Street,,,,Barnstaple,,EX32 8JF,100041137128,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,10 Salem Street,,,,Barnstaple,,EX32 8JF,100041228412,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,First Floor Flat,10 Salem Street,,,Barnstaple,,EX32 8JF,10012092471,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Second Floor Flat,10 Salem Street,,,Barnstaple,,EX32 8JF,10012092472,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Ground Floor Flat,10 Salem Street,,,Barnstaple,,EX32 8JF,10012092473,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,First Floor Flat,19 Salem Street,,,Barnstaple,,EX32 8JF,10012103882,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5a Salem Street,,,,Barnstaple,,EX32 8JF,10012113389,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5b Salem Street,,,,Barnstaple,,EX32 8JF,10012113573,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Summerland Place,Pulchrass Street,,,Barnstaple,,EX32 8JG,10012092474,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,8 Summerland Place,Pulchrass Street,,,Barnstaple,,EX32 8JG,10012092475,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Summerland Place,Pulchrass Street,,,Barnstaple,,EX32 8JG,10012092476,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Summerland Place,Pulchrass Street,,,Barnstaple,,EX32 8JG,10012092477,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Summerland Place,Pulchrass Street,,,Barnstaple,,EX32 8JG,10012092478,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Summerland Place,Pulchrass Street,,,Barnstaple,,EX32 8JG,10012092479,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Summerland Place,Pulchrass Street,,,Barnstaple,,EX32 8JG,10012092480,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Summerland Place,Pulchrass Street,,,Barnstaple,,EX32 8JG,10012092481,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Top Flat,2 Summerland Place,Pulchrass Street,,Barnstaple,,EX32 8JG,10012112858,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Top Flat,4 Summerland Place,Pulchrass Street,,Barnstaple,,EX32 8JG,10090334105,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Ground Floor Flat,4 Summerland Place,Pulchrass Street,,Barnstaple,,EX32 8JG,10090335351,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,17 Summerland Street,,,,Barnstaple,,EX32 8JH,100040253989,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,18 Summerland Street,,,,Barnstaple,,EX32 8JH,100040253990,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,19a Summerland Street,,,,Barnstaple,,EX32 8JH,100040253991,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,20 Summerland Street,,,,Barnstaple,,EX32 8JH,100040253993,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,19 Summerland Street,,,,Barnstaple,,EX32 8JH,100041137129,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Ground Floor Flat,19 Summerland Street,,,Barnstaple,,EX32 8JH,10012092483,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,First Floor Flat,18 Summerland Street,,,Barnstaple,,EX32 8JH,10012113629,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Summerland Street,,,,Barnstaple,,EX32 8JJ,100040253970,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Summerland Street,,,,Barnstaple,,EX32 8JJ,100040253971,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Summerland Street,,,,Barnstaple,,EX32 8JJ,100040253972,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Summerland Street,,,,Barnstaple,,EX32 8JJ,100041038060,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Buller Road,,,,Barnstaple,,EX32 8JP,100040244407,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Buller Road,,,,Barnstaple,,EX32 8JP,100040244408,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Buller Road,,,,Barnstaple,,EX32 8JP,100040244409,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Buller Road,,,,Barnstaple,,EX32 8JP,100040244410,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Buller Road,,,,Barnstaple,,EX32 8JP,100040244411,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Buller Road,,,,Barnstaple,,EX32 8JP,100040244412,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Buller Road,,,,Barnstaple,,EX32 8JP,100040244413,Barnstaple B,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,8 Buller Road,,,,Barnstaple,,EX32 8JP,100040244414,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7b Buller Road,,,,Barnstaple,,EX32 8JP,10012110877,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7a Buller Road,,,,Barnstaple,,EX32 8JP,10012110879,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7b Buller Road,,,,Barnstaple,,EX32 8JP,10012110880,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Summerland Street,,,,Barnstaple,,EX32 8JQ,100040253973,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Summerland Street,,,,Barnstaple,,EX32 8JQ,100040253974,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,8 Summerland Street,,,,Barnstaple,,EX32 8JQ,100040253975,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,9 Summerland Street,,,,Barnstaple,,EX32 8JQ,100040253976,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,10 Summerland Street,,,,Barnstaple,,EX32 8JQ,100040253977,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 1,11 Summerland Street,,,Barnstaple,,EX32 8JQ,100040253978,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 2,11 Summerland Street,,,Barnstaple,,EX32 8JQ,100040253979,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 3,11 Summerland Street,,,Barnstaple,,EX32 8JQ,100040253980,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,First Floor Flat,13 Summerland Street,,,Barnstaple,,EX32 8JQ,100040253983,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Ground Floor Flat,13 Summerland Street,,,Barnstaple,,EX32 8JQ,100040253984,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Top Flat,13 Summerland Street,,,Barnstaple,,EX32 8JQ,100040253985,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,14 Summerland Street,,,,Barnstaple,,EX32 8JQ,100040253986,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,15 Summerland Street,,,,Barnstaple,,EX32 8JQ,100040253987,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,16 Summerland Street,,,,Barnstaple,,EX32 8JQ,100040253988,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,11 Summerland Street,,,,Barnstaple,,EX32 8JQ,100041137130,Barnstaple B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
