Business_Name,Address Line 1,Address Line 2,Address Line 3,Address_Line_4,Town,County,Post Code,UPRN,Zone Description,Resident RP,Visitor VP,Essential Visitor EVP,Business BP,Additional Info,,,,,,,,,,,,,,,,,,,,,,,,
,10 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331098,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,12 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331100,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,14 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331102,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,16 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331104,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,18 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331106,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,20 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331108,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,22 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331110,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,24 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331112,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,26 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331114,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,28 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331116,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,30 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331119,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,32 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331121,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,34 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331123,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,36 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331126,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,38 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331128,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,40 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331130,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,42 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331132,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,44 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331134,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,46 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331136,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,48 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331138,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,50 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331139,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,52 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331140,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,54 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331141,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,56 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331142,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,58 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331143,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,60 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331144,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,62 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331145,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,64 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331146,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,66 Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,100040331147,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Kingdom Hall,Prospect Terrace,,,Newton Abbot,,TQ12 2LL,10032970118,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat,Kingdom Hall,Prospect Terrace,,Newton Abbot,,TQ12 2LL,10032970119,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,58a Prospect Terrace,,,,Newton Abbot,,TQ12 2LL,10032984368,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1a Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331088,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331089,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331091,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331093,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331095,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,9 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331097,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,11 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331099,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,13 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331101,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,15 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331103,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,17 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331105,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,19 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331107,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,21 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331109,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,23 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331111,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,25 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331113,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,27 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331115,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,29a Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331117,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Ground Floor Flat,29 Prospect Terrace,,,Newton Abbot,,TQ12 2LN,100040331118,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,31 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331120,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,33 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331122,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,35a Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331124,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,35b Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331125,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,37 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331127,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,39 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331129,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,41 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331131,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,43 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331133,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,45 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331135,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,47 Prospect Terrace,,,,Newton Abbot,,TQ12 2LN,100040331137,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,131 East Street,,,,Newton Abbot,,TQ12 2LQ,100040320443,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,133 East Street,,,,Newton Abbot,,TQ12 2LQ,100040320444,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,135 East Street,,,,Newton Abbot,,TQ12 2LQ,100040320445,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,137 East Street,,,,Newton Abbot,,TQ12 2LQ,100040320446,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,139 East Street,,,,Newton Abbot,,TQ12 2LQ,100040320447,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,141 East Street,,,,Newton Abbot,,TQ12 2LQ,100040320448,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,143 East Street,,,,Newton Abbot,,TQ12 2LQ,100040320449,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,145 East Street,,,,Newton Abbot,,TQ12 2LQ,100040320450,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,147 East Street,,,,Newton Abbot,,TQ12 2LQ,100040320451,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,149 East Street,,,,Newton Abbot,,TQ12 2LQ,100040320452,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,151 East Street,,,,Newton Abbot,,TQ12 2LQ,100040320453,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 1,153 East Street,,,Newton Abbot,,TQ12 2LQ,100040320454,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 2,153 East Street,,,Newton Abbot,,TQ12 2LQ,100040320455,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 1,155 East Street,,,Newton Abbot,,TQ12 2LQ,100040320456,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Ground Floor Flat,155 East Street,,,Newton Abbot,,TQ12 2LQ,100040320457,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,The Annexe,131a East Street,,,Newton Abbot,,TQ12 2LQ,10032972184,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,153 East Street,,,,Newton Abbot,,TQ12 2LQ,100041190970,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,155 East Street,,,,Newton Abbot,,TQ12 2LQ,100041190971,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Yeos Court,King Street,,,Newton Abbot,,TQ12 2LS,10032968770,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Yeos Court,King Street,,,Newton Abbot,,TQ12 2LS,10032968771,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Yeos Court,King Street,,,Newton Abbot,,TQ12 2LS,10032968772,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Yeos Court,King Street,,,Newton Abbot,,TQ12 2LS,10032968774,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Yeos Court,King Street,,,Newton Abbot,,TQ12 2LS,10032968775,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Yeos Court,King Street,,,Newton Abbot,,TQ12 2LS,10032968776,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Yeos Court,King Street,,,Newton Abbot,,TQ12 2LS,10032972176,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 1,31 Torquay Road,,,Newton Abbot,,TQ12 2LW,10032970313,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,29 Prospect Terrace,,,,Newton Abbot,,,100041236674,Newton Abbot B,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,Yeos Court,King Street,,,Newton Abbot,,,10032968769,Newton Abbot B,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Land At Ngr 286168 71193,King Street,,,Newton Abbot,,,10032969633,Newton Abbot B,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,49 Halcyon Road,,,,Newton Abbot,,TQ12 2LX,100040323111,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,51 Halcyon Road,,,,Newton Abbot,,TQ12 2LX,100040323112,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,57 Halcyon Road,,,,Newton Abbot,,TQ12 2LX,100040323113,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,61 Halcyon Road,,,,Newton Abbot,,TQ12 2LX,100040323114,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Halcyon House,63 Halcyon Road,,,Newton Abbot,,TQ12 2LX,100040323115,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,33 Halcyon Road,,,,Newton Abbot,,TQ12 2LX,10032984669,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,35 Halcyon Road,,,,Newton Abbot,,TQ12 2LX,10032984670,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,37 Halcyon Road,,,,Newton Abbot,,TQ12 2LX,10032984671,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,39 Halcyon Road,,,,Newton Abbot,,TQ12 2LX,10032984672,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,41 Halcyon Road,,,,Newton Abbot,,TQ12 2LX,10032984673,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,43 Halcyon Road,,,,Newton Abbot,,TQ12 2LX,10032984674,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,45 Halcyon Road,,,,Newton Abbot,,TQ12 2LX,10032984675,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,33 Halcyon Road,,,,Newton Abbot,,TQ12 2LX,100040323107,Newton Abbot C,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,35 Halcyon Road,,,,Newton Abbot,,TQ12 2LX,100040323108,Newton Abbot C,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,39 Halcyon Road,,,,Newton Abbot,,TQ12 2LX,100040323109,Newton Abbot C,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,45 Halcyon Road,,,,Newton Abbot,,TQ12 2LX,100040323110,Newton Abbot C,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 2,51 Halcyon Road,,,Newton Abbot,,TQ12 2LX,10032969063,Newton Abbot C,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,65 Halcyon Road,,,,Newton Abbot,,TQ12 2LY,100040323116,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,67 Halcyon Road,,,,Newton Abbot,,TQ12 2LY,100040323117,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,69 Halcyon Road,,,,Newton Abbot,,TQ12 2LY,100040323118,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,71 Halcyon Road,,,,Newton Abbot,,TQ12 2LY,100040323119,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,73 Halcyon Road,,,,Newton Abbot,,TQ12 2LY,100040323120,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,75 Halcyon Road,,,,Newton Abbot,,TQ12 2LY,100040323121,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,77 Halcyon Road,,,,Newton Abbot,,TQ12 2LY,100040323122,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,79 Halcyon Road,,,,Newton Abbot,,TQ12 2LY,100040323123,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,81 Halcyon Road,,,,Newton Abbot,,TQ12 2LY,100040323124,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,83 Halcyon Road,,,,Newton Abbot,,TQ12 2LY,100040323125,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,85 Halcyon Road,,,,Newton Abbot,,TQ12 2LY,100040323126,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,87 Halcyon Road,,,,Newton Abbot,,TQ12 2LY,100040323127,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,89 Halcyon Road,,,,Newton Abbot,,TQ12 2LY,100040323128,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,91 Halcyon Road,,,,Newton Abbot,,TQ12 2LY,100040323129,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,93 Halcyon Road,,,,Newton Abbot,,TQ12 2LY,100040323130,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,95 Halcyon Road,,,,Newton Abbot,,TQ12 2LY,100040323131,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,97 Halcyon Road,,,,Newton Abbot,,TQ12 2LY,100040323132,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,99 Halcyon Road,,,,Newton Abbot,,TQ12 2LY,100040323133,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313065,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313066,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313067,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313068,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313069,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313070,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,8 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313071,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,9 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313072,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,First Floor Flat,10 Abbotsbury Road,,,Newton Abbot,,TQ12 2LZ,100040313073,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,11 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313075,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,12 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313076,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,13 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313077,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,14 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313078,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,15 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313079,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,16 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313080,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,17 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313081,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,18 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313082,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,19 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313083,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 1,20 Abbotsbury Road,,,Newton Abbot,,TQ12 2LZ,100040313084,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 2,20 Abbotsbury Road,,,Newton Abbot,,TQ12 2LZ,100040313085,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,21 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313086,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,22 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313087,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,23 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100040313088,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,10 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100041190974,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,20 Abbotsbury Road,,,,Newton Abbot,,TQ12 2LZ,100041190975,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 2,10 Abbotsbury Road,,,Newton Abbot,,TQ12 2LZ,200002082216,Newton Abbot C,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 2,10 Abbotsbury Road,,,Newton Abbot,,TQ12 2LZ,100040313074,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Top Flat,5 Abbotsbury Road,,,Newton Abbot,,TQ12 2LZ,100041191056,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Ground Floor Flat,5 Abbotsbury Road,,,Newton Abbot,,TQ12 2LZ,100041191113,Newton Abbot C,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321355,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321357,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321359,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321361,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,9 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321363,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,11 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321365,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,13 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321367,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,15 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321369,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,17 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321371,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,19 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321373,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,21 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321375,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,23 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321377,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
